Data,Tou,Hou,Lw
9/14/22 2:30,0,0,0
9/14/22 2:40,0,0,0
9/14/22 2:50,0,0,0
9/14/22 3:00,0,0,0
9/14/22 3:10,0,0,0
9/14/22 3:20,0,0,0
9/14/22 3:30,0,0,0
9/14/22 3:40,0,0,0
9/14/22 3:50,0,0,0
9/14/22 4:00,0,0,0
9/14/22 4:10,0,0,0
9/14/22 4:20,0,0,0
9/14/22 4:30,0,0,0
9/14/22 4:40,0,0,0
9/14/22 4:50,0,0,0
9/14/22 5:00,0,0,0
9/14/22 5:10,0,0,0
9/14/22 5:20,0,0,0
9/14/22 5:30,0,0,0
9/14/22 5:40,0,0,0
9/14/22 5:50,0,0,0
9/14/22 6:00,0,0,0
9/14/22 6:10,0,0,0
9/14/22 6:20,0,0,0
9/14/22 6:30,0,0,0
9/14/22 6:40,0,0,0
9/14/22 6:50,0,0,0
9/14/22 7:00,0,0,0
9/14/22 7:10,0,0,0
9/14/22 7:20,0,0,0
9/14/22 7:30,0,0,0
9/14/22 7:40,0,0,0
9/14/22 7:50,0,0,0
9/14/22 8:00,30.67,53.62,5.45
9/14/22 8:10,30.73,51.78,5.33
9/14/22 8:20,30.89,49.99,5.34
9/14/22 8:30,30.97,49.83,4.36
9/14/22 8:40,31.24,49.5,5.03
9/14/22 8:50,31.32,48.08,4.86
9/14/22 9:00,31.44,47.89,5.19
9/14/22 9:10,31.58,47.27,5.26
9/14/22 9:20,31.83,47.1,5.44
9/14/22 9:30,32.19,46.49,5.4
9/14/22 9:40,32.28,47.21,5.43
9/14/22 9:50,32.53,45.46,5.31
9/14/22 10:00,32.64,45.07,5.28
9/14/22 10:10,32.88,44.63,3.87
9/14/22 10:20,33.23,43.77,4.87
9/14/22 10:30,33.25,43.85,5.1
9/14/22 10:40,33.52,41.71,5.12
9/14/22 10:50,33.55,42.68,5.13
9/14/22 11:00,33.67,42.29,4.7
9/14/22 11:10,34.12,41.35,4.41
9/14/22 11:20,34.48,39.88,4.94
9/14/22 11:30,34.5,41.2,5.11
9/14/22 11:40,34.77,40.37,5.35
9/14/22 11:50,34.67,41.02,4.25
9/14/22 12:00,34.84,40.57,5.19
9/14/22 12:10,34.73,40.93,5.3
9/14/22 12:20,34.89,39.73,5.03
9/14/22 12:30,35.04,38.48,5.12
9/14/22 12:40,35.29,38.27,4.04
9/14/22 12:50,35.36,39.77,5.7
9/14/22 13:00,35.64,39.3,4.86
9/14/22 13:10,35.56,38.55,4.97
9/14/22 13:20,35.89,37.66,3.95
9/14/22 13:30,36.25,36.77,4.89
9/14/22 13:40,36.2,38.45,5.02
9/14/22 13:50,37.02,34.75,4.55
9/14/22 14:00,37.35,33.19,4.3
9/14/22 14:10,37.03,33.79,4.77
9/14/22 14:20,36.86,33.68,4.84
9/14/22 14:30,37.28,32.09,4.27
9/14/22 14:40,37.04,32.82,4.8
9/14/22 14:50,37.41,31.34,4.66
9/14/22 15:00,37.28,32.27,4.72
9/14/22 15:10,37.35,31.63,4.44
9/14/22 15:20,37.43,32.91,4.34
9/14/22 15:30,37.49,32.59,4.74
9/14/22 15:40,37.28,32.32,4.34
9/14/22 15:50,37.46,31.91,4.61
9/14/22 16:00,38.01,31.72,4.7
9/14/22 16:10,39.65,29.9,4.54
9/14/22 16:20,39.58,29.33,4.46
9/14/22 16:30,39.52,28.37,4.83
9/14/22 16:40,37.79,31.24,4.17
9/14/22 16:50,38.17,30.78,4.75
9/14/22 17:00,37.62,32.11,4.55
9/14/22 17:10,37.13,33.45,4.91
9/14/22 17:20,36.66,33.91,5.02
9/14/22 17:30,36.01,34.85,4.97
9/14/22 17:40,36.1,34.23,5.05
9/14/22 17:50,36.07,33.95,4.03
9/14/22 18:00,35.17,35.49,4.71
9/14/22 18:10,34.68,36.51,4.82
9/14/22 18:20,34.69,36.71,4.9
9/14/22 18:30,34.44,37.26,4.15
9/14/22 18:40,34.06,38.28,4.75
9/14/22 18:50,34.1,38.33,4.9
9/14/22 19:00,33.93,38.82,5
9/14/22 19:10,33.87,39.11,3.98
9/14/22 19:20,33.8,39.12,4.83
9/14/22 19:30,33.52,40.13,4.99
9/14/22 19:40,33.46,41.09,5.03
9/14/22 19:50,33.42,41.15,4.32
9/14/22 20:00,0,0,0
9/14/22 20:10,0,0,0
9/14/22 20:20,0,0,0
9/14/22 20:30,0,0,0
9/14/22 20:40,0,0,0
9/14/22 20:50,0,0,0
9/14/22 21:00,0,0,0
9/14/22 21:10,0,0,0
9/14/22 21:20,0,0,0
9/14/22 21:30,0,0,0
9/14/22 21:40,0,0,0
9/14/22 21:50,0,0,0
9/14/22 22:00,0,0,0
9/14/22 22:10,0,0,0
9/14/22 22:20,0,0,0
9/14/22 22:30,0,0,0
9/14/22 22:40,0,0,0
9/14/22 22:50,0,0,0
9/14/22 23:00,0,0,0
9/14/22 23:10,0,0,0
9/14/22 23:20,0,0,0
9/14/22 23:30,0,0,0
9/14/22 23:40,0,0,0
9/14/22 23:50,0,0,0
9/15/22 0:00,0,0,0
9/15/22 0:10,0,0,0
9/15/22 0:20,0,0,0
9/15/22 0:30,0,0,0
9/15/22 0:40,0,0,0
9/15/22 0:50,0,0,0
9/15/22 1:00,0,0,0
9/15/22 1:10,0,0,0
9/15/22 1:20,0,0,0
9/15/22 1:30,0,0,0
9/15/22 1:40,0,0,0
9/15/22 1:50,0,0,0
9/15/22 2:00,0,0,0
9/15/22 2:10,0,0,0
9/15/22 2:20,0,0,0
9/15/22 2:30,0,0,0
9/15/22 2:40,0,0,0
9/15/22 2:50,0,0,0
9/15/22 3:00,0,0,0
9/15/22 3:10,0,0,0
9/15/22 3:20,0,0,0
9/15/22 3:30,0,0,0
9/15/22 3:40,0,0,0
9/15/22 3:50,0,0,0
9/15/22 4:00,0,0,0
9/15/22 4:10,0,0,0
9/15/22 4:20,0,0,0
9/15/22 4:30,0,0,0
9/15/22 4:40,0,0,0
9/15/22 4:50,0,0,0
9/15/22 5:00,0,0,0
9/15/22 5:10,0,0,0
9/15/22 5:20,0,0,0
9/15/22 5:30,0,0,0
9/15/22 5:40,0,0,0
9/15/22 5:50,0,0,0
9/15/22 6:00,0,0,0
9/15/22 6:10,0,0,0
9/15/22 6:20,0,0,0
9/15/22 6:30,0,0,0
9/15/22 6:40,0,0,0
9/15/22 6:50,0,0,0
9/15/22 7:00,0,0,0
9/15/22 7:10,0,0,0
9/15/22 7:20,0,0,0
9/15/22 7:30,0,0,0
9/15/22 7:40,0,0,0
9/15/22 7:50,0,0,0
9/15/22 8:00,31.23,57.91,6.58
9/15/22 8:10,31.37,55.5,6.66
9/15/22 8:20,31.64,54.61,6.12
9/15/22 8:30,31.94,53.18,6.41
9/15/22 8:40,32.1,52.05,6.51
9/15/22 8:50,32.07,52.41,6.42
9/15/22 9:00,32.19,52.2,6.44
9/15/22 9:10,32.29,50.93,5.81
9/15/22 9:20,32.52,48.47,5.47
9/15/22 9:30,32.78,47.42,5.16
9/15/22 9:40,33.03,46.41,5.82
9/15/22 9:50,33.07,47.46,6.14
9/15/22 10:00,33.24,46.55,6.08
9/15/22 10:10,33.5,46.56,6.05
9/15/22 10:20,33.65,46.52,6.23
9/15/22 10:30,33.99,43.4,5.73
9/15/22 10:40,34.25,43.76,6.15
9/15/22 10:50,34.4,42.56,6.26
9/15/22 11:00,34.58,43.92,6.22
9/15/22 11:10,34.6,43.32,6.26
9/15/22 11:20,34.96,42.99,6.48
9/15/22 11:30,35.16,42.82,6.45
9/15/22 11:40,35.33,42.33,6.37
9/15/22 11:50,35.65,42.25,6.42
9/15/22 12:00,35.63,41.74,6.49
9/15/22 12:10,36.13,40.78,6.49
9/15/22 12:20,36.11,41.47,6.44
9/15/22 12:30,36.16,41.26,6.48
9/15/22 12:40,36.36,41.45,6.55
9/15/22 12:50,36.94,39.5,6.48
9/15/22 13:00,36.82,38.66,6.53
9/15/22 13:10,36.94,40.83,6.5
9/15/22 13:20,36.59,39.2,6.58
9/15/22 13:30,36.6,39.63,6.55
9/15/22 13:40,37.07,39.45,6.63
9/15/22 13:50,37.64,39.27,6.49
9/15/22 14:00,37.81,37.87,6.5
9/15/22 14:10,37.99,39.57,6.53
9/15/22 14:20,37.54,39.98,6.5
9/15/22 14:30,38.08,38.62,5.74
9/15/22 14:40,37.76,39.62,6.04
9/15/22 14:50,37.13,38.04,6.18
9/15/22 15:00,37.02,39.77,6.26
9/15/22 15:10,36.47,39.41,5.98
9/15/22 15:20,36.69,38.75,6.11
9/15/22 15:30,37.07,39.68,6.64
9/15/22 15:40,37.43,39.03,6.6
9/15/22 15:50,36.93,39.63,6.6
9/15/22 16:00,36.6,40.25,6.68
9/15/22 16:10,36.25,41.42,6.67
9/15/22 16:20,35.67,43.42,6.61
9/15/22 16:30,35.74,42.82,6.52
9/15/22 16:40,36.83,40.03,6.66
9/15/22 16:50,37.77,38.51,5.62
9/15/22 17:00,37.74,38.37,6.3
9/15/22 17:10,37.52,39.06,6.52
9/15/22 17:20,37.33,40.07,6.5
9/15/22 17:30,36.66,40.86,6.7
9/15/22 17:40,36.42,41.75,5.45
9/15/22 17:50,35.94,42.25,6.37
9/15/22 18:00,35.21,43.23,6.29
9/15/22 18:10,34.78,44.52,5.95
9/15/22 18:20,34.61,44.84,6.33
9/15/22 18:30,34.55,45.11,6.37
9/15/22 18:40,34.29,45.64,6.44
9/15/22 18:50,34.32,45.58,6.49
9/15/22 19:00,34.08,46.18,6.59
9/15/22 19:10,34.07,46.43,6.61
9/15/22 19:20,33.99,46.26,6.53
9/15/22 19:30,34.02,46.14,6.51
9/15/22 19:40,33.84,46.7,6.64
9/15/22 19:50,33.72,47.25,6.62
9/15/22 20:00,0,0,0
9/15/22 20:10,0,0,0
9/15/22 20:20,0,0,0
9/15/22 20:30,0,0,0
9/15/22 20:40,0,0,0
9/15/22 20:50,0,0,0
9/15/22 21:00,0,0,0
9/15/22 21:10,0,0,0
9/15/22 21:20,0,0,0
9/15/22 21:30,0,0,0
9/15/22 21:40,0,0,0
9/15/22 21:50,0,0,0
9/15/22 22:00,0,0,0
9/15/22 22:10,0,0,0
9/15/22 22:20,0,0,0
9/15/22 22:30,0,0,0
9/15/22 22:40,0,0,0
9/15/22 22:50,0,0,0
9/15/22 23:00,0,0,0
9/15/22 23:10,0,0,0
9/15/22 23:20,0,0,0
9/15/22 23:30,0,0,0
9/15/22 23:40,0,0,0
9/15/22 23:50,0,0,0
